[ 2026-06-17 07:05:15,287 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 07:05:18,389 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 07:05:18,389 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 07:05:18,390 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 07:05:18,470 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 07:05:18,470 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 07:05:18,480 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-17 07:05:18,551 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 07:05:18,552 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 07:05:18,552 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 07:05:18,553 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 07:05:18,747 ] 28 root - INFO - data Validation Completed
[ 2026-06-17 07:05:18,747 ] 31 root - INFO - data Transformation started
[ 2026-06-17 07:05:18,748 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-17 07:05:18,748 ] 65 root - INFO - Starting data transformation
[ 2026-06-17 07:05:18,776 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-17 07:05:18,777 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-17 07:05:18,798 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 07:05:18,801 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 07:05:18,801 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 07:05:18,804 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 07:05:18,805 ] 35 root - INFO - data Transformation completed
