[ 2026-06-17 07:10:17,160 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 07:10:19,640 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 07:10:19,641 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 07:10:19,641 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 07:10:19,720 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 07:10:19,722 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 07:10:19,731 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-17 07:10:19,803 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 07:10:19,803 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 07:10:19,810 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 07:10:19,810 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 07:10:20,021 ] 28 root - INFO - data Validation Completed
[ 2026-06-17 07:10:20,021 ] 31 root - INFO - data Transformation started
[ 2026-06-17 07:10:20,021 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-17 07:10:20,021 ] 65 root - INFO - Starting data transformation
[ 2026-06-17 07:10:20,048 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-17 07:10:20,048 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-17 07:10:20,070 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 07:10:20,072 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 07:10:20,072 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 07:10:20,075 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 07:10:20,075 ] 35 root - INFO - data Transformation completed
