[ 2026-06-17 14:37:55,501 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 14:37:58,517 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 14:37:58,517 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 14:37:58,517 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 14:37:58,562 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 14:37:58,562 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 14:37:58,569 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-17 14:37:58,614 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 14:37:58,614 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 14:37:58,614 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 14:37:58,614 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 14:37:58,724 ] 28 root - INFO - data Validation Completed
[ 2026-06-17 14:37:58,724 ] 31 root - INFO - data Transformation started
[ 2026-06-17 14:37:58,724 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-17 14:37:58,724 ] 65 root - INFO - Starting data transformation
[ 2026-06-17 14:37:58,741 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-17 14:37:58,741 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-17 14:37:58,752 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:37:58,754 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:37:58,754 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:37:58,756 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:37:58,757 ] 35 root - INFO - data Transformation completed
[ 2026-06-17 14:37:58,757 ] 37 root - INFO - Model Training sstared
