[ 2026-06-17 14:48:06,315 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 14:48:09,546 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 14:48:09,546 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 14:48:09,546 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 14:48:09,591 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 14:48:09,591 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 14:48:09,597 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-17 14:48:09,647 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 14:48:09,647 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 14:48:09,647 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 14:48:09,647 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 14:48:09,764 ] 28 root - INFO - data Validation Completed
[ 2026-06-17 14:48:09,764 ] 31 root - INFO - data Transformation started
[ 2026-06-17 14:48:09,764 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-17 14:48:09,764 ] 65 root - INFO - Starting data transformation
[ 2026-06-17 14:48:09,781 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-17 14:48:09,781 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-17 14:48:09,791 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:48:09,792 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:48:09,793 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 14:48:09,794 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 14:48:09,795 ] 35 root - INFO - data Transformation completed
[ 2026-06-17 14:48:09,795 ] 37 root - INFO - Model Training sstared
