[ 2026-06-17 07:24:31,507 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 07:24:34,123 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 07:24:34,123 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 07:24:34,124 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 07:24:34,199 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 07:24:34,200 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 07:24:34,212 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-17 07:24:34,287 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 07:24:34,289 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 07:24:34,296 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 07:24:34,296 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 07:24:34,510 ] 28 root - INFO - data Validation Completed
[ 2026-06-17 07:24:34,511 ] 31 root - INFO - data Transformation started
[ 2026-06-17 07:24:34,511 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-17 07:24:34,511 ] 65 root - INFO - Starting data transformation
[ 2026-06-17 07:24:34,537 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-17 07:24:34,538 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-17 07:24:34,548 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 07:24:34,551 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 07:24:34,551 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 07:24:34,553 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 07:24:34,555 ] 35 root - INFO - data Transformation completed
[ 2026-06-17 07:24:34,555 ] 37 root - INFO - Model Training sstared
