[ 2026-06-17 06:46:53,032 ] 20 root - INFO - Initiate the data ingestion
[ 2026-06-17 06:46:56,044 ] 65 root - INFO - Performed train test split on the dataframe
[ 2026-06-17 06:46:56,045 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-06-17 06:46:56,045 ] 75 root - INFO - Exporting train and test file path.
[ 2026-06-17 06:46:56,130 ] 84 root - INFO - Exported train and test file path.
[ 2026-06-17 06:46:56,130 ] 22 root - INFO - Data Initiation Completed
[ 2026-06-17 06:46:56,141 ] 26 root - INFO - Initiate the data Validation
[ 2026-06-17 06:46:56,211 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 06:46:56,211 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 06:46:56,218 ] 32 root - INFO - Required number of columns:2
[ 2026-06-17 06:46:56,218 ] 33 root - INFO - Data frame has columns:31
[ 2026-06-17 06:46:56,407 ] 28 root - INFO - data Validation Completed
[ 2026-06-17 06:46:56,407 ] 31 root - INFO - data Transformation started
[ 2026-06-17 06:46:56,408 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2026-06-17 06:46:56,408 ] 65 root - INFO - Starting data transformation
[ 2026-06-17 06:46:56,435 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2026-06-17 06:46:56,435 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2026-06-17 06:46:56,459 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 06:46:56,462 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 06:46:56,462 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2026-06-17 06:46:56,464 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2026-06-17 06:46:56,465 ] 35 root - INFO - data Transformation completed
